Review,label,confidence
setelah semua berhasil kira² berapa lama proses dan pengiriman nya,Negative,0.964271188
tidak bisa login di karenakan nomor ponsel saya terlalu panjang 13 digit smartfren kalau biasanya nomor yang lain itu 12 digit bisa kasih solusinya tidak biar bisa login nya dan mendapatkan kode otp nya,Neutral,0.940971851
kenapa setiap kali saya ingin pembuatan sim selalu tidak bisa tertulis sistem sedang diperbaiki,Neutral,0.961814642
tidak berfungsi kode otp tidak bisa di verifikasi sampai berhari hari,Negative,0.99853313
kecamatan ada kelurahan ada hanya kode pos kelurahan berbeda dengan asli yang ada di sini seharusnya 15520 tapi yang terdaftar di aplikasi 15528 alamat juga sudah lengkap saya isi tapi tidak bisa juga,Neutral,0.985526443
bagus dan pelayanan cepat,Positive,0.999685884
sangat membantu,Positive,0.999589026
mohon maaf saya mau tanya ini saya baru unduh mau buat sim baru karena saya lupa sim saya mati tahun lalu tapi kok tidak bisa login ya pak hanya memuter memuter di halaman utama terus,Negative,0.999531507
membantu banget,Positive,0.999148846
tidak bisa log in sekalipun sudah memasuk kan nomer telf,Negative,0.930630684
verifikasi kartu tanda penduduk selalu gagal pendaftaran sim malah belum digitalisasi fitur banyak yang belum tersedia terus gunanya aplikasi ini untuk apa,Negative,0.825025678
sudah install tapi susah masuk nya munggu kode otp tidak muncul lewat sms muncul tapi dicoba domasukin kodenya gagal terus pak,Negative,0.999688864
mohon maaf sebelumnya tapi kenapa tidak masuk masuk sih kode otp yang di kirim enggak pernah nongol baik pakai sms pesan suara maupun melalui whatsapp di coba tapi tetap tidak bisa,Neutral,0.999298811
oke banget apl ini sangat membantu,Positive,0.999561369
kenapa ya verifikasi kartu tanda penduduk gagal terus,Negative,0.996655941
mohon maaf ini saat melakukan verifikasi tidak bisa,Neutral,0.999648929
kenapa ya saya menunggu verifikasi otp via whatsapp tidak muncul muncul,Neutral,0.999343574
puassstolong layanan pengaduan diadakan,Positive,0.961752713
aplikasi yang sangat bagus,Positive,0.999747217
mau tanyakenapa saya tidak mendapat kode otp,Neutral,0.999645948
oke,Neutral,0.999501824
verifikasi foto kartu tanda penduduk gagal terus kontak bantuan pengaduan juga tidak ada,Neutral,0.651009619
sangat baik dan pelayanan bagus lanjutkan maju terus digital korlantas kepolisian republik indonesia,Positive,0.999378443
respon tidak baik di chat lewat whatsapp tidak di bles lewat instagram juga tidak balas padahal mau meminta bantuan buat konfirmasi data kenapa kok gagal terus tapi enggak ada jawaban,Negative,0.999451816
saya sudah kirim sms permintaan otp dan otpnya sudah dikirim ke saya tapi malah verifikasi gagal terus diminta verifikasi lewat whatsapp tetap tidak ada otp yang masuk telepon juga sama tidak ada yang masukk saya sudah komplain di whatsapp juga belum ada solusi,Negative,0.999773324
mau tanya dong pak kenapa verivikasi selalu gagal ya saya mau perpanjang sim motor,Neutral,0.959925234
sim saya mati tanggal 1 dan saya perpanjang online tanggal 1 baru di proses 1 hari dan di meminta pembaharuan data foto dan tertanda setelah 3 hari di tolakakhrnya sim saya matiko bisa begitu ya,Negative,0.999815047
cepat tidak ribet tidak antremksh dan,Positive,0.998923957
not recommended ribet mending urus manual aplikasi belum layak jalan untuk di luar jabodetabek,Negative,0.999729097
alhamdulillah diproses dengan cepat pelayanannya sekarang agak cepat terima kasih,Positive,0.99480778
mantap pelayanannya melalui aplikasi sangat mudah unk perpanjang sim tapi kalau bisa unk tes kesehatan di lakukan secara online juga karena pada saat di klik cuma tes buta warna saja,Positive,0.999336302
sangat membantu semoga cepat di peningkatan biar bisa kebuka menu lainya,Positive,0.999114454
proses verifikasi elektonik kartu tanda penduduk lama sekali dan gagal berkalikali,Negative,0.999570549
dikasih kode otpudah dimasukan gagal terus coba berulang kali tetap saja,Neutral,0.9940148
kenapa tidak bisa login yapadahal mau coba buat sim,Neutral,0.99942857
haloo kenapa ya mau login gagal terus otp nya terus ke whatsapp juga tidak kekirim kirim mohon bantuannya terima kasih,Neutral,0.996578753
untuk transaksi pembayaran kok masih 20 saja padahal saya udah bayar saya lanjut kan klik pembayaran malah keterangan batas waktu transaksi anda telah berakhir,Neutral,0.818683982
aplikasinya susah untuk dimengerti,Negative,0.999843478
sangat sangat membantu,Positive,0.999601185
kapan ini bisa untuk pembuatan sim baru,Neutral,0.999594033
kasih bintang 2 dulusoalnya belum bisa registrasi,Neutral,0.998616815
saya lupa bayar biaya perpanjang sim nya lalu bagaimana cara agar bisa mengulangi prosedurnya terima kasih,Neutral,0.999725759
keren,Positive,0.999696136
nyoss,Neutral,0.982861042
kok masih belum bisa pengajuan sim baru ya,Negative,0.999609888
ssalamualaikum min saya susah sekali memasukkan alamat daerah tangsel bagaimana ya mohon bantuanya,Negative,0.98493433
sangat membantu tidak perlu repot repot datang dan mengantri ke samsat cukup dengan rebahan dan mingisi data data di aplikasi jadi kita bisa menghemat waktu kita untuk mengerjakan perkerjan yang lain tidak perlu ribet,Positive,0.999498367
maaf saya mau tanya apakah bisa buat sim baru tanpa datang ke samsat terdekat,Neutral,0.999683261
kenapa ya kok aku tidak bisa terus menambahkan sim di aplikasi,Negative,0.999751747
elektonik kartu tanda penduduk saya tidak dapat di verifikasitidak terdaftar oi aneh,Negative,0.999863625
banyak menunya tapi tidak bisa di buka,Neutral,0.834708154
mohon info ada laporan perbaiki dokumen setelah pembayaran namun tidak ada menu perbaiki dokumennya bisanya proses dari awal tapi harus pembayaran lagi dana sebelumnya juga belum dikembalikan mohon solusinya terima kasih,Neutral,0.999557912
mohon maaf min tanya kemarin sudah install aplikasi ini dan sudah buat akun terus ke uninstall saya coba masuk lagi kok tidak bisa ya mohon pencerahannya terima kasih,Neutral,0.999501228
sudah dua mingu an saya pengajuan perpanjang sim a dan c masih di status diproses sanpai sekarang kira kir aberapa lama lagi ya sim a dan c saya masa aktifnya habis tanggal 17 maret 2022 takutnya kalau masa aktif sim udah habis tapi sim yang baru belum coba ke saya nantibjadi repot kalau mau klber aktivitas dengan kendaraan terima kasih,Negative,0.999550641
ternyata bisa buat pendaftaran sim baru,Neutral,0.999711454
sangat membantu,Positive,0.999589026
kenapa selalu gagal ya verifikasinya sudah di ulang² tapi tidak berhasil,Negative,0.998271227
aku sudah kali dwonload tapi kode otp kok tidak dikirim tapi tidak bisa login,Negative,0.904799879
apa bisa buat sim baru pakbu,Neutral,0.999390364
kalau perpanjang sim c berapa ya sekarang,Neutral,0.999355614
sangat terbantu sekaliterimakasih,Positive,0.999725997
saya sudah tes e rikkes dan eppsi sim sudah bayar dan dinyatakan lulus apakah bisa digunakan saat datang ke satpas cilacap saya terkendala saat memasukan nomer rekening pengembalian dana untuk melengkapi data tidak masukx hingga tak bisa melanjutkan proses di sinar,Neutral,0.999563634
kapan fitur pembuatan sim baru bisa di pakai,Neutral,0.999737561
mantap sangat membantu,Positive,0.999655724
kasih bintang 2dulu karena pas mau buka layanan sim muncul notifikasi verifikasi email link sudah kami kirimkan tapi nyatanya belum ada terkirim entah kemana,Neutral,0.949137926
sangat membantu,Positive,0.999589026
pengambilan sim di kantor satpas kepolisian daerah terlalu jauh dari domisili saya pengambilan juga tidak bisa lewat pos indonesia harus diambil sendiridiwakilkan,Negative,0.999778569
lah kenapa malah stuck di main saja tidak bisa kbuka cuman mainpage saja ini,Negative,0.999782264
sayang belum bisa buat sim baru melalui aplikasi ini,Neutral,0.999614477
saya tidak bisa memverivikasi by sms ke 99333 by whatsapp juga tidak di respon coba 5 menit,Neutral,0.999511719
sangat mudah dan membantu sekali,Positive,0.999622345
lebih mudah dan cepat dalam perpanjangan sim,Positive,0.999418139
susah daftarnya sih bagaimana ya sudah kirim sms untuk dapat kode otp tapi gagal terus,Negative,0.999641538
sim a sudah coba sim c tidak bisa proses pembayaran,Neutral,0.999264061
ingin mengajukan perpanjang sim ribet tidak secara on line,Negative,0.999582589
mau tanya pak kode otp kok tidak masuk masuk,Neutral,0.991300046
saya mau verifikasi elektonik kartu tanda penduduk tapi gagal terus mohon arahannya,Neutral,0.999743044
kenapa belum bisa untuk membuat sim baru,Neutral,0.929306924
mantap area kebumen tidak sampai semunggu sudah jadi terus tingkatkan pakpol,Positive,0.970129311
app tidak bisa digunakan sudah masukan nomor handphone malah sms terus,Negative,0.999477208
tidak bisa daftarlogin,Negative,0.999161482
pertama unduh selanjutnya memasukkan nomor handphone sudah dimasukkan tapi kode otp tidak muncul sudah coba berkali tetap saja enggak bisa,Neutral,0.998755455
verifikasi data dokumen sim c saya gagal terus padahal sudah benar isi nomor sim c saya keterangan nya digitalisasi sim gagal terus bagaimana mau perpanjang sim jika gagal terus untuk verifikasi dokumen sim nya maaf saya kasih bintang 1 dulu,Neutral,0.565422773
proses mudah dan cepat,Positive,0.99959892
hai saya mau bertanya saat mau perpanhang sim diproses rekening pengembalian kenapa loadingnya lama sekali ya padahal sinyal saya kuat tolong saya harus perpanjang sim,Neutral,0.982239246
kode verifikasi otp lewat sms sama whatsapp tidak muncul tolong dong diperbaiki nanti kalau udah bisa bintang aku ganti,Negative,0.526402116
sangat membantu,Positive,0.999589026
mohon di bantu saat isi rek pengembalian loading terus,Neutral,0.999729216
mau tanya min kalau saya sudah berhasil bayar perpanjangan sim apakah bisa sim gagal dan dana dikembalikan rekening pengembalian dana itu untuk apa ya soalnya agak was karena masa berlaku sim tinggal 10 hari lagi,Neutral,0.969594181
percepat proses nya lagi,Negative,0.7576074
membuat sim baru bagaimana cara nya kok layanan tidak tersedia,Negative,0.9997136
apa benar bisa buat sim online,Neutral,0.99952662
kenapa aku tidak bisa ya,Negative,0.999463022
saya registrasi tidak bisa berhasil dan otp tidak terkirim lewat whatshap pesan suara ini kelanjutan seperti apa untuk bisa masuk ke aplikasi nya,Neutral,0.998244286
klik lanjutkan tidak bisa,Neutral,0.998827159
boro boro membantu buka app nya saja tidak bisa sama sekali,Negative,0.999852777
terima kasih sangat membantu untuk perpanjangan online ini proses juga cepat,Positive,0.999706328
mantapsangat membantu untuk perpanjangan sim,Positive,0.999247789
memasukkan nomer handphone susah nekan tombol lanjut tetap tidak bisa masuk,Negative,0.997567534
mengurus sim a online cepat dan mudah tidak pakai antre asal dipahami dan ikuti alur dan petunjuknya insyaallah berhasil cuma waktu edit alamat di sim kok tidak bisa ya jadinya kurang lengkap sih alamatnya cepat kok 1 hari kerja sudah diterbitkan,Negative,0.909901261
semoga bisa perpanjang sim,Neutral,0.999705493
kenapa enggak bisa lanjut ke tahap pembayaran,Neutral,0.98660326
sangat bermanfaat,Positive,0.999705732
asalamualaikum maaf pak bu syau bertanya bisakah perpanjang sim sebelum masa berlaku iya habis,Neutral,0.99969542
pembuatan sim baru masih belum bisa,Neutral,0.999131739
selamat pagi admin mau bertanya kenapa ketika pemilihan lokasi satpas tidak muncul,Neutral,0.999717295
metode pembayarannya kalau bisa ditambah lagiterimakasih,Neutral,0.999574006
setelah masukan nomer handphone kenapa tidak ada kelanjutannya stuck di situ saja,Negative,0.999513149
susah mendapatkan kode verifikasi,Negative,0.999427199
saya mau tanya apakah apilikasi ini bisa buat buat sim baru tksh,Neutral,0.999748409
terkendala dalam pengisian lokasi satpas bagaimana solusinya tidak muncul kembali tidak bisa mengisisi,Negative,0.85496825
untuk registrasi erikes selalu kembali² tidak bisa diakses linknya,Neutral,0.999052942
lancar jaya,Positive,0.999664664
pak setelah memasukan nomor handphone kok tidak bisa masuk lagi yastak di situ saja,Negative,0.999459803
sangat membantu untuk pengurusan sim,Positive,0.999504685
sangat buruk,Negative,0.999872684
saya mau coba daftar tapi tidak bisa memasukkan kode otp padahal udah dapat kodea tolong penjelasana pakibu,Neutral,0.999632955
payah nih mau masuk saja harus pakai pulsa sedangkan sudah masuk saja yang di gunakan kuota,Negative,0.999875546
sim saya masih lama berlakunya tapi fisiknya sudah rusak aga patah apa bisa di perpanjang,Negative,0.9998281
saya sangat berterima kasih dengan adanya aplikasi ini sangat membantu untuk warga yang ingin perpanjang sim tapi kendala di waktu mantap proses mudah dan cepat,Positive,0.999713957
saya sengaja kasih bintang 5 agar di baca saya sudah masukan nomer handphone dan dapt kode verivikasi tapi tertulis gagal terus pulsa ada nomer aktif dan tembus whatsapp tapi pas gunakan metode lainpun juga tidak mendapat kode lewat whatsapp ataupun lewat telepon selular ini bagaimana mhon solusinya karena sim saya hampir habis dan untuk waktu mengurus perpanjangan ke kantor polisi resor belum ada waktu mohon bantuanya,Negative,0.5967291
sudah di unduh seminggu yang lalu sampai sekarang tidak bisa di gunakan tulisannye masih dalam perbaikan sistem tolong di jawab dong kenapa tidak bisa digunain,Negative,0.591272593
apakah bisa untuk mengurus pembuatan sim baru,Neutral,0.999673486
bismillaahberhubung masa aktif sim mau habismau mencoba lewat apakah inisemoga berhasil,Neutral,0.999278843
sangat membantu dan biaya sangat murahproses cuma 3hari langsung sampai alamat tujuan semoga aplikasi cepat berkembang jadi dengan 1 aplikasi bisa perpanjang sim dan stnk agar terhindar dari calo yang tidak bertanggung jawab dan biaya tidak ngotak noted aplikasi sering terjadi kesalahan tolong di perbaiki,Positive,0.998333275
mudah cepat tepat saran untuk tes keehatan psikologi dan lain lain usahakan dalam satu kesatuan aplikasi jadi kita tidak harus mengintall apakah lain memudahkan pengguna yang kurang mahir tentang gadget,Neutral,0.890589833
mantap,Positive,0.999696374
aplikasi yang sangat membantu dalam proses pengurusan sim dan penyimpanan file,Positive,0.999562204
bagus tingkatkan lagi semoga dengan adanya transaksi online bisa mengurangi praktik kkn,Neutral,0.669685543
bagussd,Positive,0.999662757
setiap kali mau simpan data diakhir selalu j gagalpadahal tinggal simpan data,Negative,0.909307659
aku enggak apa apa,Negative,0.988740027
tolong dipermudah kami masyarakat indonesia khususnya untuk pembuatan sim baru agar kami tidak menggunakan calo2 yang beredar,Neutral,0.999354422
tanpa repot repot keluar rumah pokoknya mantap,Positive,0.999631405
setiap abil foto dari drive handphone selalu keluar aplikasi dan gagal terus,Negative,0.997093797
sangat membantu proses cepat terima kasih korlantas kepolisian republik indonesia,Positive,0.999574721
sangat membantu semoga untuk pengiriman pos bisa ke seluruh indonesia kedepannya terima kasih,Positive,0.999407053
mau verifikasi nomer saja gagal terus lewat whatsapp tidak ada lewat panggilan suara juga tidak bisa bagaimana sih,Negative,0.999807894
pengiriman dan prosesnya telalu lama sehingga membutuhkan waktu yang cukup lama sebaiknya aplikasi ini di kaji ulang,Negative,0.680024564
proses cepat dan mudah,Positive,0.999611914
oke,Neutral,0.999501824
sangat membantusekali,Positive,0.999485016
oke,Neutral,0.999501824
tolong kenapa setiap saya masuk sandi yang saya masukan tidak valid pada hal itu sandi yang berhasil saya aktifkan pada nomor yang terdaftar di aplikasi ini,Neutral,0.999432862
sangat membantu,Positive,0.999589026
saya mau melakukan pembayaran buat biaya perpanjangan sim kenapa batas waktu berakhir terus padahal baru selisi 2 jam dari waktu pengisian,Neutral,0.998603165
sangat membantu,Positive,0.999589026
mau tanya dongmaaf sebelumnya soalnya lagi pertama perpanjang sim online jadi tidak paham banget mau tanya begini saya sudah coba ditahap pembayaran sudah saya bayar saya buat dari tanggal 24022022 dan coba saat ini ditanggal 2032022 belum ada perubahanmasih ditahap pembayaran dan belum ada tulisan diprosessedangkan sim yang saya perpanjang itu masa berlakunya sudah selsai coba tanggal 28022022apakah itu sedang diproses atau tidak ya soalnya sudah menunggu selama 1 minggu belum jadi,Neutral,0.763825774
kenapa ya biaya perpanjang sim di lapangan lebih mahal dua kali lipat,Negative,0.99979192
sangat membantu,Positive,0.999589026
diperpanjang sim memuter terus loading di bagian cek rekening pengembalian data sudah di masukan tapi tetap tidak bisa lanjut ke tahap berikutnya karena data di bilang masih belum lengkappadahal sudah saya isi berulang ulang,Negative,0.570939958
alhamdulillah sore ini perpanjangan sim c sudah saya terima buat tanggal 25feb 2021 di terima hari ini 2 mar 2021 memang aplikasi ini membantu untuk orang yang tidak ada waktu untuk datang k satpas belum antre di satpas nya dan proses nya juga mudah cuma lama di eppi sim saja soal² nya lumayan banyak melindungi dan melayani aplikasi ini salah satu bentuk pelayanan kepolisian republik indonesia terhadap masyarakat salam presisi kenapa mau memperbarui tidak bisa ya ket validation error nomor sim sudah terdigitalisasi,Positive,0.998149395
sangat memuaska mantap izin saran kalau bisa tes kesehatan tidak harus pergi ke rumah sakit via online juga seperti tes psikotes nya,Positive,0.953239441
tidak perlu antre cukup di rumah saja,Positive,0.549181879
terima kasih digital korlantas sangat membantu tidak perlu antre proses cepat langsung dikirim kerumahsedang pandemi seperti ini sangat membantu jadi mengurangi kerumunanyoo segera pembaruan untuk mempermudah perpanjangan stnk juga hehe,Positive,0.999569833
aktivasi akun ya tidak bisajadi tidak guna blok,Negative,0.999181807
mohon untuk ditambahkan fitur penggantian nomer handphone kalau nomer handphone terblokirrusakhangus jadi tidak aman tx,Neutral,0.999188244
kenapa saat pengembalian dana memuter memuter terus tidak bisa lanjut,Negative,0.701998115
sangat membantu,Positive,0.999589026
sudah melengkapi semua persyaratan perpanjangan sim bersertas tes tes nya tetapi di borang pengiriman gagal kenapa ya semua borang sudah dilengkapi tetapi notifikasi di aplikasi data kurang lengkap dimohon bantuannya,Neutral,0.990782201
sangat membantu untuk mengurangi pungutan liar dalam pelayanan sim,Positive,0.999444306
aplikasinya cepat cukup mudah kemarin buat siang hari ini sudah on hand ambil sendiri kemarin agak delay karena erikkesnya yang progresnya agak lambat sempat bingung di tempat saya enggak ada dokterfaskes yang cek kesehatan ternyata bisa online cek kalau ditempat kita enggak ada dokterfaskes yang ditunjuk dapat info setelah googling tapi agak delay juga karena hasilnya tes kesehatannya agak lama kalau eppsinya mudah cepat terima kasih to kepolisian republik indonesia,Positive,0.99022609
sangat memuaskan sukses terus buat aplikasi korlantas kepolisian republik indonesia perpanjang sim online nya lancarsetelah jadi tinggal saya ambil ke polressangat cepat dan memuaskanbravo,Positive,0.999639273
sangat hemat waktu dan tidak harus capek2 anti,Positive,0.99971813
bermanfaat buat yang mageran,Positive,0.99922967
bisa untuk perpanjang sim tanpa harus ke kantor polisi,Neutral,0.999684334
sangat mudah dan praktis,Positive,0.999678016
oke,Neutral,0.999501824
tidak ada pelayanan sana sekali,Negative,0.999864936
buat sim baru tidak bisa cuma memperpanjang doang tidak ramah bintang satu,Negative,0.99987936
oke,Neutral,0.999501824
singkat dan cepat,Positive,0.999056995
terbaik,Positive,0.999691606
gagal verifikasi kartu tanda penduduk mohon arahannya saat verifikasi wajah stak di gambar tidak ada pemberitahuan sukses apa gagalnya,Neutral,0.964553833
aku kok tidak bisa login cuma stuck di awal doang,Negative,0.999863029
kok kartu tanda penduduk saya sudah terdaftar ya padahal saya belum pernah daftar lah saya sudah kirim aduan ke email tolong di respon ya,Negative,0.998634279
sangat membantu waktu kita tidak mengantri di kantor polisi untuk perpanjangan sim terima kasih aplikasi digital korlantas kepolisian republik indonesia,Positive,0.999541521
memudahkan yang lagi malas kemana mana,Positive,0.995943964
mantap perpanjang simnya cepat,Positive,0.99945122
pelayanan yang bagus dengan adanya aplikasi ini dapat mempermudah masyarakat untuk perpanjang sim tanpa mengantri,Positive,0.999586284
mantabe,Negative,0.936744094
saya mengalami masalah saat di transfer kemudian buka apps informasinya batas waktu transaksi anda telah berakhir dan tidak ada info apapun harus bagaimana sudah 24 jam terus begitu solusi bagaimana,Negative,0.999020576
aplikasi burukkl belum siap jangan launching sudah bayar tes psi malah tidak bisa lanjut aplikasi nya,Negative,0.999860525
sep mantap,Positive,0.999628425
apa benar info yang beredar yang buat horor dan menakutkan apabila ingin perpanjang sim maupun buat baru syaratnya harus menyertakan bpjsmohon balasannya,Neutral,0.964396596
maaf saya uninstalga work semua aplikasi di dalamnyaga mutu,Neutral,0.999498606
fast progress sangat membantu,Positive,0.999534607
harus nya lebih mudah nyatanya untuk verifikasi kartu tanda penduduk sulit stengah mati apalagi yang di foto orang tua disuruh mangap terus tidak bisa mempersulit iya,Negative,0.999769151
pengurusan malam minggu di proses hari selasa karena hari senin tanggal merah diterima hari rabu,Neutral,0.999670506
untuk verifikasi kartu tanda penduduk dan foto cepat di acc cuma fitur buat sim baru tidak bisa kok mohon kak dipermudah kembali,Neutral,0.998409569
terima kasih atas pelayanan yang diberikan oleh korlantas kepolisian republik indonesia setelah beberapa x melakukan perpanjangan lewat aplikasi akhirnya simnnya coba juga semoga aplikasinya semakin berkembang,Positive,0.999103367
maaf mau tanya apakah sekarang lagi ada trouble ya soalnya mau perpanjang sim kok tidak bisa diaplikasinya,Neutral,0.586197555
sangat membantu perpanjang sim proses cepatterimakasih pak kaplori,Positive,0.999563277
fiturnya belum lengkap cuma perpanjangan sim saja belum bisa buat sim baru,Negative,0.639600456
min ini kenapa nosim dan lain lain sudah tpdigitalisasi gagalteruss mohon jawabanya min,Negative,0.997207582
kenapa tagihan yang sudah kadaluwarsa tidak hilang padahal di keterangannya jika sudah 1x24 jam maka tagihan akan hangus karena itu saya tidak bisa membuat pengajuan kembali mohon di benarkan sistemnya,Neutral,0.997553527
tes kesehatan ribet harap dipermudah,Negative,0.999334872
sangat membantu perpanjangan simdapat menghemat waktu,Positive,0.999549806
bisakah pemeriksaan kesehatan di puskesmas terdekat tanpa harus daftar di erikkes,Neutral,0.99968946
mohon izin saya sudah coba tahap pembayaran sudah dapat kode va sudah saya bayar prosedur lebih lanjut bagaimana proses saya cek baru 40 tidak ada pergerakan dari tanggal 27 februari saya sudah tanya via email dan whatsapp belum ada respon mohon petunjuknya,Neutral,0.999694467
bagus,Positive,0.999703705
belum stabil semoga di stabilkan,Negative,0.844726682
tidak ada keterangan estimasi jadinya kapan saya sudah mendaftar mulai tanggal 24 february sudah dibayar coba tanggal 2 maret sekarang masih status di bayar tidak ada kontak di aplikasi untuk bisa di hubungi tidak ada keterangan penjelasan terkait kendala yang di hadapai,Neutral,0.949249685
mantap,Positive,0.999696374
perpanjangan sim pertama saya kesulitan unggah foto dan pilih parkes tapi akhirnya dengan susah payah berhasil juga selesai tanggal 08 februari 2022 coba di rumah tanggal 28 februari 2022 cukup lama menunggunya semoga kedepannya bisa lebih cepat lagi prosesnya,Neutral,0.932892323
gara gara corona dan aturan di rumah saja kemarinsim telat perpanjang 1hari dan tidak bisa di perpanjangdan harus buat baru dalam kondisi pandemiapa enggak lebih baik sanksi denda apa bagaimana karena banyak aturan bertabrakan di masa pandemi,Negative,0.999733269
buat sim di sini susah padahal sesuai petunjuk sudah di coba beberapa kali di tilak terus sampai sim ku mati,Negative,0.999840856
saya sudah tes psikologi tes kesehatan tinggal lokasi satpas halaman kosong tidak ada apa apa mau lanjut harus isi lokasi kepolisian daerah tapi tidak ada hanya halaman kosong mohon segera diperbaiki,Neutral,0.927698612
aplikasi susah diaksesmau input data saja susah baru masukan nomor sim saja langsung keluar dari aplikasi sendiri terus bagaimana mau memperpanjang sim,Negative,0.999827981
setiap mau verifikasi sim tidak bisa sepertinya appmya kurang suport maunya biar mudah tapi jadi lambat ehmm,Negative,0.996867359
mau buat sim a c tidak bisa mau perpanjangan juga tidak bisa harusnya bisa di akses di seluruh pelosok indonesia dong mohon dong pak cari solusinya biar kita cariperpanjang sim bisa lewat online,Negative,0.97795856
mantap pelayanan nya,Positive,0.999696493
auto uninstall ferifikasi kartu tanda penduduk gagal mulu akhirnya perpanjang offline datang langsung,Neutral,0.999708474
memperpanjang sim jadi lebih mudah dan cepat tanpa harus mengantri di tempat,Positive,0.999554217
oke banget,Positive,0.998921752
baru mau mencoba,Neutral,0.995317221
admin tolong di bantu pencerahannya masuk step lokasi satpas tidak ada fungsi di aplikasi kenapa ini sistemnya,Neutral,0.997768521
sangat bagus,Positive,0.999732912
semoga membantu,Positive,0.999004066
layanan belum tersedia tapi suruh downloadaneh tapi nyata masseh,Negative,0.694348514
aplikasi yang sangat membantu apalagi di masa pandemi cukup dengan rebahan dapat perpanjang sim secara online,Positive,0.999523759
kenapa daftar mau buat sim kok tidak bisa sih kenapa ya,Negative,0.999732196
saya sudah perpajang sim onlinehampir seminggu belum dikirim,Neutral,0.999742806
apakah sudah bisa untuk perpanjangan sim b1 nya min terima kasih infonya,Neutral,0.999733031
pas mau buat sim baru kok enggak bisa terus,Negative,0.999769151
sangat memuaskan awalnya sih agak kebingungan tapi mencoba terus alhamdulillah sukses,Positive,0.999607146
sangat membantu untuk yang ingin perpanjangan sim disarankan untuk lebih teliti dalam mengisi borang yang disediakan,Positive,0.999221325
mantap perdana perpanjang sim online secara mandiri berbekal menonton yt dan taraa akhirnya sim sudah saya terima mantap pol untuk kecepatan proses penerbitannya tapi alangkah baiknya untuk pengiriman bisa ditingkatkan dengan menggandeng ekspedisi lain yang lebih cepat agar pelayanan lebih baik semoga fitur aplikasinya dikembangkan lagi ya pakbu saya menunggu untuk pengurusan stnk online juga terima kasih,Positive,0.978301883
sangat cepat dan puas trimksih bapakibu proses mudah dan aman,Positive,0.99969852
mau menambahkan sim lagi tidak bisa gagal terus mohon di perbaiki lagi,Neutral,0.810005009
sangat mudah di gunakan aplikasinya sangat membantu dan semoga anggota kepolisian republik indonesia semakin di cintai rakyat,Positive,0.99946779
apa ini bisa juga tes teori untuk sim baru,Neutral,0.999678016
layanan masih belum tersedia terus,Negative,0.923092425
mau menambah kendaraan tidak bisa gagal,Positive,0.993376195
kenapa waktu cek rekening kok loading terus ya mohon jawabannya,Negative,0.993012607
3 hari sudah bayar 40 melulugimana ini pak pol,Negative,0.895446002
kenapa ya lama banget ketika verifikasi selesai harus menunggu sekian lama banget mohon bantuan nya,Negative,0.99974066
good,Positive,0.999696255
semua nya jadi lebih mudah,Positive,0.999605358
semoga lebih baik terus dalam pelayanan,Positive,0.998419523
josssss,Positive,0.942088962
sudah 3 minggu belum diproses jugapadahal diketerangan paling lambat 37 hari,Negative,0.610623717
tolong untuk apakah pihak 3 erikkes 1 hari saya akses tidak bisa masuk puter puter terus,Neutral,0.999587357
bagus,Positive,0.999703705
untuk tes kesehatannya apa tidak bisa secara online juga di sini pakai erikkes kok tetap harus datang ke klinik,Negative,0.863856733
mau login tapi kode otp tidak muncul2 min,Neutral,0.999186456
saya sudah bayar untuk perpanjang sim di aplikasi dan saya memilih untuk dikirim melalui pos tapi resi pos indonesia belum muncul sudah 1 hari untuk lacak tracking belum dikirim kirim mohon bantuannya tks,Neutral,0.999588668
sangat membantu,Positive,0.999589026
kenapa ya kok verifikasi wajahnya sangat sulit padahal saya sudah sesuai prosedurnya penuh cahaya dan tidak pakai kacamata tapi gagal terus sudah 3 kali saya unduh apakah ini tapi tetap saja gagal mohon diperbaiki lagi ya,Negative,0.999755323
untuk pengiriman sedang eror mengurus di satpasnya agak lama semoga bisa lebih baik lagi,Negative,0.998429239
cepat dan mudah,Positive,0.999595225
salam hormat digital korlantas kepolisian republik indonesia saya sudah unduh aplikasinya namun untuk register nomor handphone saja tidak bisa melanjutkan bagaimana mau melakukan perpanjangan lewat online kalau aplikasinya saja tidak bisa masuk,Neutral,0.999700665
mantap,Positive,0.999696374
mantap sekali,Positive,0.99970299
kenapa pas pilih jenis pengiriman tidak bisa ya padahal udah pilih kode pos nya,Neutral,0.998013616
pelayanan sangat bagus dan cepat,Positive,0.999774277
okey,Positive,0.995922089
aplikasi sim online sangat membantu dan caranya sangat mudah cepat tidak perlu ke lokasi satpas untuk perpanjangan sim,Positive,0.999543369
saya sudah unduh aplikasi digital korlantas aku masukan nomor handphone kok masuk masuk terus itu bagaimana pak,Negative,0.852825284
sudah unduh mau daftar sim baru eh ternyata masih dalam pengembangan ayo tim segera sempurnakan aplikasi ini sehingga bisa membantu yang mau urus ini itu secara online,Neutral,0.999010086
puas tanpa kendala dua hari langsung jadi terima kasih,Positive,0.997908354
